"Ithaca mayor released plan to fight drug use using ""humanitarian"" means.",Ithaca Mayor Says New Plan to Combat Drugs Does Not Enable Users,ABC Health,2016-02-24 13:59:39 -0600
"Ithaca mayor outlined possible ""safe"" space for intravenous drug users.",Ithaca Unveils Radical New Strategy to Combat Drug Use,ABC Health,2016-02-24 08:44:40 -0600
The agency said multiple pregnant women were involved.,CDC Investigating 14 Reports of Sexually Transmitted Zika Virus in US,ABC Health,2016-02-24 05:54:15 -0600
"The alleged ""worms"" in tea are lemon pieces, company says.",Lipton Debunks 'Worms' in Tea in Viral Video,ABC Health,2016-02-24 14:11:34 -0600
"The number of cases in the U.S. is over 100, covering 24 states and Washington, D.C.",Threats from Zika virus and sexual transmission,CBS Health,2016-02-24 11:56:31 -0600
"""I'm still amazed at the number of people that don't even know me but are willing to give me a piece of their body to save me,"" Linda Deming says","Maine woman puts up road signs, finds a kidney",CBS Health,2016-02-24 13:09:17 -0600
"Heart disease is the number one cause of death in women, affecting more than six million women every year","Women’s heart disease symptoms often overlooked, study shows",CBS Health,2016-02-24 12:49:39 -0600
"Alabama woman died from ovarian cancer, which she said was caused by using baby powder and other products containing talcum",Johnson & Johnson ordered to pay $72M over cancer death,CBS Health,2016-02-24 11:53:48 -0600
Health officials urge consumers not to eat alfalfa sprouts produced by Sweetwater Farms at this time,Salmonella outbreak linked to alfalfa sprouts,CBS Health,2016-02-24 15:12:44 -0600
"Tristan Wilmott plays JV basketball even though he's only 3-foot-5, and when he scores, ""the crowd goes wild""","""Never give up"": Teen with rare disorder inspires team",CBS Health,2016-02-24 14:13:21 -0600
A new study finds children may do better at math and spelling if physical activity is part of the lesson plan,Exercise + Schoolwork = Better test scores?,CBS Health,2016-02-24 18:19:09 -0600
"Heart disease is the number one killer for women, but study shows women are ""understudied, underdiagnosed and undertreated""","Gaps in care for women's ""biggest health threat""",CBS Health,2016-02-24 16:05:23 -0600
Government Accountability Office stops short of alleging widespread cheating in President Barack Obama's signature program,"​Probe: HealthCare.gov ""passive"" on heading off fraud",CBS Health,2016-02-24 20:27:32 -0600
Proposal to consider allowing heroin users to shoot up under medical supervision has divided drug policy experts,Mayor in upstate New York calls for supervised heroin injection site,CBS Health,2016-02-24 19:10:51 -0600
