Small study looks at how transgender children who are allowed to live openly compare to other kids when it comes to mental health,"""Truly stunning"" findings on transgender kids' health",CBS Health,2016-02-26 13:49:47 -0600
A new study looks at what happens in older Americans who took Ambien,"Is there a sleeping pill, car crash connection?",CBS Health,2016-02-26 16:04:54 -0600
"A California baby's rare heart condition could have been fatal, but doctors were able to intervene before little Grayson was even born",Baby thrives after heart procedure before birth,CBS Health,2016-02-26 20:07:31 -0600
"Bloom, a super-thin, credit-card-size asthma inhaler, will be submitted for FDA approval later this year",Skinny asthma inhaler fits in a wallet,CBS Health,2016-02-26 22:08:54 -0600
Officials update on pregnant women in the U.S. who have had the Zika virus liked to microcephaly,Baby born in U.S. with brain damage linked to Zika,CBS Health,2016-02-26 22:52:40 -0600
"On Friday, the CDC reported that a woman who contracted the Zika virus abroad gave birth to a baby with microcephaly in the U.S.",Baby born with microcephaly in U.S. after mother's travels,CBS Health,2016-02-26 23:18:30 -0600
"Problems began to surface in Flint, Michigan when the city switched its water source from Lake Huron to the polluted Flint River",Emails reveal governor's officials flagged early on Flint water,CBS Health,2016-02-26 23:01:30 -0600
Friends and family of the U.K. woman have set up a foundation in her name to fight skin cancer,Newlywed dies after mistaking cancer pain for pulled muscle,CBS Health,2016-02-26 21:42:45 -0600
"Twenty-two weeks into his mother's pregnancy, doctors discovered baby Grayson Davila had a rare heart condition",Rare heart procedure saves tiny newborn's life,CBS Health,2016-02-26 18:59:45 -0600
"Zika infection during pregnancy was associated with many outcomes, including early pregnancy losses, microcephaly and healthy infants, the CDC said.",US study of 9 pregnant women shows Zika in some,CNBC Health,2016-02-26 17:46:00 -0600
Surgeons performed the first uterus transplant in the United States on a 26-year-old patient at the Cleveland Clinic.,Hospital performs first uterus transplant in US,CNBC Health,2016-02-26 09:22:00 -0600
"Pfizer is trying to dodge an estimated $35 billion in US taxes by merging with Allergan, an advocacy groups charges. ",Report: Pfizer dodging $35B in taxes,CNBC Health,2016-02-26 06:39:00 -0600
"This season, ""Downton Abbey"" has a new plot line that has health wonks on the edge of their seats: a heated debate about hospital consolidation that closely parallels what's going on in the U.S. health care system today.",'Downton Abbey' takes a realistic look at health reform,CNN Health,2016-02-26 06:51:54 -0600
A team of surgeons at the Cleveland Clinic performed the first uterus transplant in the United States this week.,Cleveland Clinic performs first uterus transplant in the U.S.,CNN Health,2016-02-26 05:09:32 -0600
"This season, ""Downton Abbey"" has a new plot line that has health wonks on the edge of their seats: a heated debate about hospital consolidation that closely parallels what's going on in the U.S. health care system today.",Hospital drama on 'Downton Abbey' is real,CNN Health,2016-02-26 08:43:32 -0600
"Officials announced the Porter Ranch Gas Leak capped, some residents rejoice while others remain skeptical. Paul Vercammen reports.",Mixed emotions in Porter Ranch,CNN Health,2016-02-26 07:04:12 -0600
"A gas well leak near suburban Porter Ranch was permanently capped Thursday, ending a major calamity that began last October, displaced thousands of residents, and led to a state of emergency by the governor.",Porter Ranch gas well leak permanently stopped,CNN Health,2016-02-26 07:03:39 -0600
Cooper Stutler's teacher told his second-grade class to put their shirts over their noses as they crossed the playground to get snacks.,The kids of Porter Ranch: How spewing methane rocked their sense of safety,CNN Health,2016-02-26 07:03:22 -0600
Here's a look at what you need to know about abortion statistics in the U.S.,What to know: Abortion,CNN Health,2016-02-26 11:34:39 -0600
The Supreme Court will review a federal appeals court decision that would shutter all but a handful of abortion clinics in Texas. CNN's Jeffrey Toobin explains how this ruling could impact abortion rights across the country.,The most important abortion case in decades,CNN Health,2016-02-26 11:34:23 -0600
"","CDC: 147 cases of Zika in U.S., new test on the way",CNN Health,2016-02-26 20:46:17 -0600
"Before you strangle your best friend who sees the colors in the now-famous dress differently than you do, please know that there's a scientific explanation.",White and gold or blue and black? A scientific tale of two dresses,CNN Health,2016-02-26 14:18:08 -0600
"Four months after natural gas began leaking from a storage facility, residents of Porter Ranch, California, are returning home. Among them, 8-year-old Taylor Lee, who got a chance to ride his new bike, a Christmas present.",Residents return to Porter Ranch gas leak site,CNN Health,2016-02-26 11:35:15 -0600
"Texas has long been a hotbed of abortion protests, but the issue drew national attention in the summer of 2013. See photos of the state's abortion fight.",Photos: History of Texas' abortion fight,CNN Health,2016-02-26 11:35:06 -0600
To hear Jackie Barden and David Wheeler describe their lives today is a master class in hope.,Why Sandy Hook parents are suing a gun-maker,CNN Health,2016-02-26 15:35:29 -0600
Outraged parents are taking to social media after finding mold in their children's sippy cups.,Moldy sippy cups frighten parents,CNN Health,2016-02-26 15:28:36 -0600
Revlon Inc. CEO Lorenzo Delpani intends to step down as president and CEO of the company effective March 1 for personal reasons.,Revlon Inc. CEO steps down,Drugstore News,2016-02-26 15:17:26 -0600
Revlon Inc. CEO Lorenzo Delpani intends to step down as president and CEO of the company effective March 1 for personal reasons.,Revlon CEO steps down,Drugstore News,2016-02-26 15:17:26 -0600
"Nivea Men is launching a new three-in-one creme for face, hands and body.",SLIDESHOW: Beiersdorf launches Nivea Men Creme,Drugstore News,2016-02-26 14:15:32 -0600
Shoppers Drug Mart on Thursday reported a same-store pharmacy sales increase of 4.2% and same-store front-store sales increase of 5.7%.,Shoppers Drug Mart posts 4Q same-store sales lift of 5%,Drugstore News,2016-02-26 14:02:42 -0600
"Anheuser-Busch is planning to debut the second national offering from Best Damn Brewing Co., and this time it&#39;s all about cherries.",Anheuser-Busch launching new cherry cola,Drugstore News,2016-02-26 13:14:42 -0600
"The nasal spray is an emergency treatment for opioid overdose, and the only naloxone nasal spray approved by the Food and Drug Administration in the United States, according to the company.&nbsp;",Adapt Pharma’s Narcan Nasal Spray now available in U.S. ,Drugstore News,2016-02-26 13:00:38 -0600
"The ointment will be available in 15-, 60- and 100-g tubes, and the company expects it to be available in the second quarter of 201",Teligent gets FDA approval for generic Topicort ointment,Drugstore News,2016-02-26 11:08:07 -0600
The gel is indicated to treat inflammatory and non-inflammatory acne in patients 12 years of age and older.,Allergan’s Aczone Gel gets FDA approval,Drugstore News,2016-02-26 10:40:11 -0600
"GuruNanda will begin shipping its eight aromatherapy products in April, the company stated.&nbsp;",GuruNanda brings latest aromatherapy offerings to mass outlets,Drugstore News,2016-02-26 10:33:46 -0600
"While it has broad appeal as a simple, intuitive meter on its own, patients can also use the meter&#39;s built-in Bluetooth Smart Technology to wirelessly connect to LifeScan&#39;s diabetes app.",LifeScan's latest OneTouch Verio Flex uses ColorSure tech to ease diabetes testing,Drugstore News,2016-02-26 10:26:12 -0600
"By tapping into pet mania, truth is rallying a generation of teens to end tobacco use for good.","No more cat videos? Truth Initiative, Petco partner on latest PSA",Drugstore News,2016-02-26 10:10:21 -0600
NACDS RxIMPACT Day on Capitol Hill brings pharmacy advocates to Capitol Hill to discuss issues vital to pharmacy patient care and to describe pharmacy&rsquo;s role as the &ldquo;face of neighborhood healthcare.&rdquo;,NACDS RxIMPACT Day to feature keynote political analyst Ron Fournier ,Drugstore News,2016-02-26 09:43:00 -0600
The CDC noted this year&#39;s flu season is only five weeks old; an average flu season is 13 weeks in length.,CDC: This year's flu shot almost 60% effective,Drugstore News,2016-02-26 09:22:29 -0600
"<div class=""thumb""><img src=""http://www.drugstorenews.com/sites/drugstorenews.com/files/imagecache/thumbnail/field_thumbnail_image/02-2016/hyvee.jpg"" alt="""" title=""""  class=""imagecache imagecache-thumbnail"" width=""100"" height=""74"" /></div><div class=""author"">",Hy-Vee selects Nielsen as preferred analytics provider ,Drugstore News,2016-02-26 08:59:00 -0600
Quell is an over-the-counter device for relief of chronic pain. This wearable device utilizes NeuroMetrix&#39;s patented neurostimulation technology to provide pain relief.&nbsp;,Wearable pain relief device named '2016 best consumer product' by Juniper Research ,Drugstore News,2016-02-26 08:53:08 -0600
A new bill introduced by Rep. Gwen Moore aims to address inadequate standards and funding related to infant deaths.,Bill Aims To Reduce Infant Mortality Through Better Data Collection,Forbes Healthcare,2016-02-26 04:30:00 -0600
"There?s no neutral in customer service or in creating a customer experience. It?s always possible to improve things for customers via your presence, or to detract.

For example, take customer service in healthcare (aka ?the patient experience? or ?patient satisfaction). Healthcare professionals who act aloof, noisy, sloppy on the long walk from the parking lot to the time clock are detracting from the patient experience, even if they do the best possible job once they?re clocked in and badged up. Medical students who march down the hallway, four abreast, acting like they?re all-important and any patients who get in their way don?t exist? Ditto.

Or consider hospitality, specifically F&amp;B (food service): Waitstaff who take their smoking break by the customer entrance are detracting from the customer experience. Managers who discipline employees right on the dining room floor, where guests have no choice but to listen (and cringe)? You know the answer.",There's No Neutral In Customer Service,Forbes Healthcare,2016-02-26 15:43:00 -0600
"The major American hotbed for Zika virus isn't Florida or Texas but Puerto Rico, said officials at the Centers for Disease Control and Prevention today.",Zika Is Getting Worse In Puerto Rico,Forbes Healthcare,2016-02-26 14:32:00 -0600
"Expectations are high for Kite Pharma's experimental cancer treatment made from engineered T-cells, but so are worries about safety and long-term effectiveness.",Kite Pharma's CEO On Cancer-Killing T-Cells: 'This Is A Revolution',Forbes Healthcare,2016-02-26 07:35:00 -0600
"",The Top 10 Biotech Companies In The U.S.,Forbes Healthcare,2016-02-26 07:35:00 -0600
"The nation?s Blue Cross and Blue Shield plans have fared worse than publicly traded health insurance companies on the new health insurance exchanges, with many of these plans losing hundreds of millions of dollars last year on individual policies sold under the Affordable Care Act.",Blue Cross Plans Hit Hard By Obamacare Losses,Forbes Healthcare,2016-02-26 07:03:00 -0600
"",America's Biggest Health Insurance Providers,Forbes Healthcare,2016-02-26 07:03:00 -0600
"When looking for love, people with psychiatric disorders tend to look toward their own, one new study suggests.",What researchers learned about people with psychiatric disorders and love,Fox Health,2016-02-26 05:30:00 -0600
